UUT_NAME,UUT_PART_NUMBER,UUT_SERIAL_NUMBER,STEP_NAME,PROP_TAG,PROP_VALUE,COMP_OPERATOR,STEP_STATUS,SW_VERSION,DATE_TIME,START_DATE_TIME,STATION_ID
"Model3 Seat EOL.seq",1456943-00-C,TFR202250004HZ,"Lift Motor Check",020093R,776,GELE,Passed,3.1.0.192,"2020-08-11 21:13:14.190","2020-08-11 21:12:14.417",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250004HZ,"Lift Motor Check",021333R,2.3889821049999997,LT,Passed,3.1.0.192,"2020-08-11 21:13:14.190","2020-08-11 21:12:14.417",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250004HZ,"Tilt Motor Check",020123R,136,GELE,Passed,3.1.0.192,"2020-08-11 21:13:14.197","2020-08-11 21:12:14.417",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250004HZ,"Tilt Motor Check",021343R,1.3687714775000002,LT,Passed,3.1.0.192,"2020-08-11 21:13:14.197","2020-08-11 21:12:14.417",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250004HZ,"Recline Motor Check",020033R,715,GELE,Passed,3.1.0.192,"2020-08-11 21:13:14.202","2020-08-11 21:12:14.417",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250004HZ,"Recline Motor Check",021313R,2.07734998,LT,Passed,3.1.0.192,"2020-08-11 21:13:14.202","2020-08-11 21:12:14.417",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250004HZ,"Track Motor Check",020053R,1238,GELE,Passed,3.1.0.192,"2020-08-11 21:13:14.206","2020-08-11 21:12:14.417",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250004HZ,"Track Motor Check",020063R,71,GELE,Passed,3.1.0.192,"2020-08-11 21:13:14.206","2020-08-11 21:12:14.417",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250004HZ,"Track Motor Check",021323R,2.24773129,LT,Passed,3.1.0.192,"2020-08-11 21:13:14.206","2020-08-11 21:12:14.417",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250004HZ,"Track Motor Check",021053R,297.0294058811762,GELE,Passed,3.1.0.192,"2020-08-11 21:13:14.206","2020-08-11 21:12:14.417",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456942-00-C,TFR20225000C7M,"Lift Motor Check",020093L,773,GELE,Passed,3.1.0.192,"2020-08-12 02:56:50.093","2020-08-12 02:55:50.286",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20225000C7M,"Lift Motor Check",021333L,3.0688988575000002,LT,Passed,3.1.0.192,"2020-08-12 02:56:50.093","2020-08-12 02:55:50.286",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20225000C7M,"Tilt Motor Check",020123L,135,GELE,Passed,3.1.0.192,"2020-08-12 02:56:50.102","2020-08-12 02:55:50.286",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20225000C7M,"Tilt Motor Check",021343L,1.5102812925,LT,Passed,3.1.0.192,"2020-08-12 02:56:50.102","2020-08-12 02:55:50.286",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20225000C7M,"Recline Motor Check",020033L,715,GELE,Passed,3.1.0.192,"2020-08-12 02:56:50.106","2020-08-12 02:55:50.286",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20225000C7M,"Recline Motor Check",021313L,2.14181649,LT,Passed,3.1.0.192,"2020-08-12 02:56:50.106","2020-08-12 02:55:50.286",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20225000C7M,"Track Motor Check",020053L,1238,GELE,Passed,3.1.0.192,"2020-08-12 02:56:50.111","2020-08-12 02:55:50.286",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20225000C7M,"Track Motor Check",020063L,70,GELE,Passed,3.1.0.192,"2020-08-12 02:56:50.111","2020-08-12 02:55:50.286",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20225000C7M,"Track Motor Check",021323L,2.248521125,LT,Passed,3.1.0.192,"2020-08-12 02:56:50.111","2020-08-12 02:55:50.286",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20225000C7M,"Track Motor Check",021053L,299.4498899779956,GELE,Passed,3.1.0.192,"2020-08-12 02:56:50.111","2020-08-12 02:55:50.286",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456943-00-C,TFR202250005ED,"Lift Motor Check",020093R,774,GELE,Passed,3.1.0.192,"2020-08-11 21:56:10.982","2020-08-11 21:55:11.531",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR202250005ED,"Lift Motor Check",021333R,2.34407626,LT,Passed,3.1.0.192,"2020-08-11 21:56:10.982","2020-08-11 21:55:11.531",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR202250005ED,"Tilt Motor Check",020123R,136,GELE,Passed,3.1.0.192,"2020-08-11 21:56:10.992","2020-08-11 21:55:11.531",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR202250005ED,"Tilt Motor Check",021343R,1.0937641925000001,LT,Passed,3.1.0.192,"2020-08-11 21:56:10.992","2020-08-11 21:55:11.531",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR202250005ED,"Recline Motor Check",020033R,718,GELE,Passed,3.1.0.192,"2020-08-11 21:56:10.996","2020-08-11 21:55:11.531",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR202250005ED,"Recline Motor Check",021313R,2.0010218775000004,LT,Passed,3.1.0.192,"2020-08-11 21:56:10.996","2020-08-11 21:55:11.531",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR202250005ED,"Track Motor Check",020053R,1240,GELE,Passed,3.1.0.192,"2020-08-11 21:56:11.001","2020-08-11 21:55:11.531",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR202250005ED,"Track Motor Check",020063R,71,GELE,Passed,3.1.0.192,"2020-08-11 21:56:11.001","2020-08-11 21:55:11.531",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR202250005ED,"Track Motor Check",021323R,2.1308455325000004,LT,Passed,3.1.0.192,"2020-08-11 21:56:11.001","2020-08-11 21:55:11.531",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR202250005ED,"Track Motor Check",021053R,298.4496899379876,GELE,Passed,3.1.0.192,"2020-08-11 21:56:11.001","2020-08-11 21:55:11.531",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR20225000K3D,"Lift Motor Check",020093R,774,GELE,Passed,3.1.0.192,"2020-08-12 09:59:07.197","2020-08-12 09:58:10.743",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR20225000K3D,"Lift Motor Check",021333R,1.9704204425,LT,Passed,3.1.0.192,"2020-08-12 09:59:07.197","2020-08-12 09:58:10.743",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR20225000K3D,"Tilt Motor Check",020123R,138,GELE,Passed,3.1.0.192,"2020-08-12 09:59:07.207","2020-08-12 09:58:10.743",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR20225000K3D,"Tilt Motor Check",021343R,1.0534835,LT,Passed,3.1.0.192,"2020-08-12 09:59:07.207","2020-08-12 09:58:10.743",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR20225000K3D,"Recline Motor Check",020033R,714,GELE,Passed,3.1.0.192,"2020-08-12 09:59:08.197","2020-08-12 09:58:10.743",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR20225000K3D,"Recline Motor Check",021313R,1.7871446125000001,LT,Passed,3.1.0.192,"2020-08-12 09:59:08.197","2020-08-12 09:58:10.743",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR20225000K3D,"Track Motor Check",020053R,1238,GELE,Passed,3.1.0.192,"2020-08-12 09:59:08.206","2020-08-12 09:58:10.743",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR20225000K3D,"Track Motor Check",020063R,71,GELE,Passed,3.1.0.192,"2020-08-12 09:59:08.206","2020-08-12 09:58:10.743",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR20225000K3D,"Track Motor Check",021323R,1.5977629175000003,LT,Passed,3.1.0.192,"2020-08-12 09:59:08.206","2020-08-12 09:58:10.743",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456943-00-C,TFR20225000K3D,"Track Motor Check",021053R,300.35007001400277,GELE,Passed,3.1.0.192,"2020-08-12 09:59:08.206","2020-08-12 09:58:10.743",HDW-MFG-1RS-04
"Model3 Seat EOL.seq",1456942-00-C,TFR20227000GJF,"Lift Motor Check",020093L,779,GELE,Passed,3.1.0.192,"2020-08-14 07:12:09.030","2020-08-14 07:11:10.016",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20227000GJF,"Lift Motor Check",021333L,2.4996730675,LT,Passed,3.1.0.192,"2020-08-14 07:12:09.030","2020-08-14 07:11:10.016",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20227000GJF,"Tilt Motor Check",020123L,137,GELE,Passed,3.1.0.192,"2020-08-14 07:12:09.035","2020-08-14 07:11:10.016",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20227000GJF,"Tilt Motor Check",021343L,1.1390047925,LT,Passed,3.1.0.192,"2020-08-14 07:12:09.035","2020-08-14 07:11:10.016",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20227000GJF,"Recline Motor Check",020033L,714,GELE,Passed,3.1.0.192,"2020-08-14 07:12:09.040","2020-08-14 07:11:10.016",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20227000GJF,"Recline Motor Check",021313L,2.0240368325,LT,Passed,3.1.0.192,"2020-08-14 07:12:09.040","2020-08-14 07:11:10.016",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20227000GJF,"Track Motor Check",020053L,1236,GELE,Passed,3.1.0.192,"2020-08-14 07:12:09.044","2020-08-14 07:11:10.016",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20227000GJF,"Track Motor Check",020063L,70,GELE,Passed,3.1.0.192,"2020-08-14 07:12:09.044","2020-08-14 07:11:10.016",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20227000GJF,"Track Motor Check",021323L,2.1520602275,LT,Passed,3.1.0.192,"2020-08-14 07:12:09.044","2020-08-14 07:11:10.016",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456942-00-C,TFR20227000GJF,"Track Motor Check",021053L,296.879375875175,GELE,Passed,3.1.0.192,"2020-08-14 07:12:09.044","2020-08-14 07:11:10.016",HDW-MFG-1RS-02
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000CC8,"Lift Motor Check",020093R,775,GELE,Passed,3.1.0.192,"2020-08-13 03:02:41.038","2020-08-13 03:01:48.845",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000CC8,"Lift Motor Check",021333R,2.5527958549999994,LT,Passed,3.1.0.192,"2020-08-13 03:02:41.038","2020-08-13 03:01:48.845",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000CC8,"Tilt Motor Check",020123R,136,GELE,Passed,3.1.0.192,"2020-08-13 03:02:41.057","2020-08-13 03:01:48.845",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000CC8,"Tilt Motor Check",021343R,1.3320944825000003,LT,Passed,3.1.0.192,"2020-08-13 03:02:41.057","2020-08-13 03:01:48.845",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000CC8,"Recline Motor Check",020033R,713,GELE,Passed,3.1.0.192,"2020-08-13 03:02:41.061","2020-08-13 03:01:48.845",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000CC8,"Recline Motor Check",021313R,2.06920858,LT,Passed,3.1.0.192,"2020-08-13 03:02:41.061","2020-08-13 03:01:48.845",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000CC8,"Track Motor Check",020053R,1240,GELE,Passed,3.1.0.192,"2020-08-13 03:02:41.066","2020-08-13 03:01:48.845",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000CC8,"Track Motor Check",020063R,70,GELE,Passed,3.1.0.192,"2020-08-13 03:02:41.066","2020-08-13 03:01:48.845",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000CC8,"Track Motor Check",021323R,2.8705211775,LT,Passed,3.1.0.192,"2020-08-13 03:02:41.066","2020-08-13 03:01:48.845",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000CC8,"Track Motor Check",021053R,299.6599319863973,GELE,Passed,3.1.0.192,"2020-08-13 03:02:41.066","2020-08-13 03:01:48.845",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR202270004G9,"Lift Motor Check",020093R,775,GELE,Passed,3.1.0.192,"2020-08-13 20:34:58.780","2020-08-13 20:34:04.885",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202270004G9,"Lift Motor Check",021333R,2.2398192175,LT,Passed,3.1.0.192,"2020-08-13 20:34:58.780","2020-08-13 20:34:04.885",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202270004G9,"Tilt Motor Check",020123R,136,GELE,Passed,3.1.0.192,"2020-08-13 20:34:58.787","2020-08-13 20:34:04.885",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202270004G9,"Tilt Motor Check",021343R,1.09954601,LT,Passed,3.1.0.192,"2020-08-13 20:34:58.787","2020-08-13 20:34:04.885",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202270004G9,"Recline Motor Check",020033R,716,GELE,Passed,3.1.0.192,"2020-08-13 20:34:58.792","2020-08-13 20:34:04.885",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202270004G9,"Recline Motor Check",021313R,1.794133495,LT,Passed,3.1.0.192,"2020-08-13 20:34:58.792","2020-08-13 20:34:04.885",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202270004G9,"Track Motor Check",020053R,1238,GELE,Passed,3.1.0.192,"2020-08-13 20:34:58.797","2020-08-13 20:34:04.885",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202270004G9,"Track Motor Check",020063R,70,GELE,Passed,3.1.0.192,"2020-08-13 20:34:58.797","2020-08-13 20:34:04.885",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202270004G9,"Track Motor Check",021323R,2.7231098300000003,LT,Passed,3.1.0.192,"2020-08-13 20:34:58.797","2020-08-13 20:34:04.885",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202270004G9,"Track Motor Check",021053R,297.71954390878176,GELE,Passed,3.1.0.192,"2020-08-13 20:34:58.797","2020-08-13 20:34:04.885",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202240007G7,"Lift Motor Check",020093R,775,GELE,Passed,3.1.0.192,"2020-08-10 23:37:34.070","2020-08-10 23:36:35.795",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR202240007G7,"Lift Motor Check",021333R,3.1707517924999995,LT,Passed,3.1.0.192,"2020-08-10 23:37:34.070","2020-08-10 23:36:35.795",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR202240007G7,"Tilt Motor Check",020123R,137,GELE,Passed,3.1.0.192,"2020-08-10 23:37:34.090","2020-08-10 23:36:35.795",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR202240007G7,"Tilt Motor Check",021343R,1.1402666375000001,LT,Passed,3.1.0.192,"2020-08-10 23:37:34.090","2020-08-10 23:36:35.795",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR202240007G7,"Recline Motor Check",020033R,713,GELE,Passed,3.1.0.192,"2020-08-10 23:37:34.095","2020-08-10 23:36:35.795",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR202240007G7,"Recline Motor Check",021313R,2.3212887600000003,LT,Passed,3.1.0.192,"2020-08-10 23:37:34.095","2020-08-10 23:36:35.795",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR202240007G7,"Track Motor Check",020053R,1238,GELE,Passed,3.1.0.192,"2020-08-10 23:37:34.099","2020-08-10 23:36:35.795",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR202240007G7,"Track Motor Check",020063R,71,GELE,Passed,3.1.0.192,"2020-08-10 23:37:34.099","2020-08-10 23:36:35.795",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR202240007G7,"Track Motor Check",021323R,1.7945408025000003,LT,Passed,3.1.0.192,"2020-08-10 23:37:34.099","2020-08-10 23:36:35.795",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456943-00-C,TFR202240007G7,"Track Motor Check",021053R,299.04980996199237,GELE,Passed,3.1.0.192,"2020-08-10 23:37:34.099","2020-08-10 23:36:35.795",HDW-MFG-1RS-06
"Model3 Seat EOL.seq",1456942-00-C,TFR20223000YGL,"Lift Motor Check",020093L,773,GELE,Passed,3.1.0.192,"2020-08-10 17:25:10.623","2020-08-10 17:24:22.037",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR20223000YGL,"Lift Motor Check",021333L,2.7163236625,LT,Passed,3.1.0.192,"2020-08-10 17:25:10.623","2020-08-10 17:24:22.037",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR20223000YGL,"Tilt Motor Check",020123L,136,GELE,Passed,3.1.0.192,"2020-08-10 17:25:10.631","2020-08-10 17:24:22.037",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR20223000YGL,"Tilt Motor Check",021343L,1.03832309,LT,Passed,3.1.0.192,"2020-08-10 17:25:10.631","2020-08-10 17:24:22.037",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR20223000YGL,"Recline Motor Check",020033L,715,GELE,Passed,3.1.0.192,"2020-08-10 17:25:16.661","2020-08-10 17:24:22.037",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR20223000YGL,"Recline Motor Check",021313L,2.5069395850000005,LT,Passed,3.1.0.192,"2020-08-10 17:25:16.661","2020-08-10 17:24:22.037",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR20223000YGL,"Track Motor Check",020053L,1240,GELE,Passed,3.1.0.192,"2020-08-10 17:25:16.666","2020-08-10 17:24:22.037",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR20223000YGL,"Track Motor Check",020063L,70,GELE,Passed,3.1.0.192,"2020-08-10 17:25:16.666","2020-08-10 17:24:22.037",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR20223000YGL,"Track Motor Check",021323L,2.0774598125000003,LT,Passed,3.1.0.192,"2020-08-10 17:25:16.666","2020-08-10 17:24:22.037",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR20223000YGL,"Track Motor Check",021053L,299.85997199439885,GELE,Passed,3.1.0.192,"2020-08-10 17:25:16.666","2020-08-10 17:24:22.037",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR2022700035N,"Lift Motor Check",020093L,775,GELE,Passed,3.1.0.192,"2020-08-13 19:30:39.659","2020-08-13 19:29:39.516",M3-OSIRIS-NCM02
"Model3 Seat EOL.seq",1456942-00-C,TFR2022700035N,"Lift Motor Check",021333L,2.5489584225,LT,Passed,3.1.0.192,"2020-08-13 19:30:39.659","2020-08-13 19:29:39.516",M3-OSIRIS-NCM02
"Model3 Seat EOL.seq",1456942-00-C,TFR2022700035N,"Tilt Motor Check",020123L,136,GELE,Passed,3.1.0.192,"2020-08-13 19:30:39.668","2020-08-13 19:29:39.516",M3-OSIRIS-NCM02
"Model3 Seat EOL.seq",1456942-00-C,TFR2022700035N,"Tilt Motor Check",021343L,1.2847082,LT,Passed,3.1.0.192,"2020-08-13 19:30:39.668","2020-08-13 19:29:39.516",M3-OSIRIS-NCM02
"Model3 Seat EOL.seq",1456942-00-C,TFR2022700035N,"Recline Motor Check",020033L,716,GELE,Passed,3.1.0.192,"2020-08-13 19:30:39.672","2020-08-13 19:29:39.516",M3-OSIRIS-NCM02
"Model3 Seat EOL.seq",1456942-00-C,TFR2022700035N,"Recline Motor Check",021313L,2.1558346975000005,LT,Passed,3.1.0.192,"2020-08-13 19:30:39.672","2020-08-13 19:29:39.516",M3-OSIRIS-NCM02
"Model3 Seat EOL.seq",1456942-00-C,TFR2022700035N,"Track Motor Check",020053L,1240,GELE,Passed,3.1.0.192,"2020-08-13 19:30:39.677","2020-08-13 19:29:39.516",M3-OSIRIS-NCM02
"Model3 Seat EOL.seq",1456942-00-C,TFR2022700035N,"Track Motor Check",020063L,71,GELE,Passed,3.1.0.192,"2020-08-13 19:30:39.677","2020-08-13 19:29:39.516",M3-OSIRIS-NCM02
"Model3 Seat EOL.seq",1456942-00-C,TFR2022700035N,"Track Motor Check",021323L,3.355471145,LT,Passed,3.1.0.192,"2020-08-13 19:30:39.677","2020-08-13 19:29:39.516",M3-OSIRIS-NCM02
"Model3 Seat EOL.seq",1456942-00-C,TFR2022700035N,"Track Motor Check",021053L,300.72014402880575,GELE,Passed,3.1.0.192,"2020-08-13 19:30:39.677","2020-08-13 19:29:39.516",M3-OSIRIS-NCM02
"Model3 Seat EOL.seq",1456942-00-C,TFR202260008SS,"Lift Motor Check",020093L,774,GELE,Passed,3.1.0.192,"2020-08-13 00:25:16.222","2020-08-13 00:24:20.041",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR202260008SS,"Lift Motor Check",021333L,2.1838324725000002,LT,Passed,3.1.0.192,"2020-08-13 00:25:16.222","2020-08-13 00:24:20.041",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR202260008SS,"Tilt Motor Check",020123L,137,GELE,Passed,3.1.0.192,"2020-08-13 00:25:16.244","2020-08-13 00:24:20.041",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR202260008SS,"Tilt Motor Check",021343L,1.1861199425000002,LT,Passed,3.1.0.192,"2020-08-13 00:25:16.244","2020-08-13 00:24:20.041",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR202260008SS,"Recline Motor Check",020033L,714,GELE,Passed,3.1.0.192,"2020-08-13 00:25:16.249","2020-08-13 00:24:20.041",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR202260008SS,"Recline Motor Check",021313L,2.232075265,LT,Passed,3.1.0.192,"2020-08-13 00:25:16.249","2020-08-13 00:24:20.041",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR202260008SS,"Track Motor Check",020053L,1234,GELE,Passed,3.1.0.192,"2020-08-13 00:25:16.254","2020-08-13 00:24:20.041",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR202260008SS,"Track Motor Check",020063L,71,GELE,Passed,3.1.0.192,"2020-08-13 00:25:16.254","2020-08-13 00:24:20.041",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR202260008SS,"Track Motor Check",021323L,2.1292310125,LT,Passed,3.1.0.192,"2020-08-13 00:25:16.254","2020-08-13 00:24:20.041",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456942-00-C,TFR202260008SS,"Track Motor Check",021053L,300.35007001400277,GELE,Passed,3.1.0.192,"2020-08-13 00:25:16.254","2020-08-13 00:24:20.041",HDW-MFG-1RS-05
"Model3 Seat EOL.seq",1456943-00-C,TFR202250007NL,"Lift Motor Check",020093R,774,GELE,Passed,3.1.0.192,"2020-08-12 00:12:13.533","2020-08-12 00:11:12.211",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250007NL,"Lift Motor Check",021333R,2.7718601049999996,LT,Passed,3.1.0.192,"2020-08-12 00:12:13.533","2020-08-12 00:11:12.211",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250007NL,"Tilt Motor Check",020123R,136,GELE,Passed,3.1.0.192,"2020-08-12 00:12:13.538","2020-08-12 00:11:12.211",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250007NL,"Tilt Motor Check",021343R,1.0032248750000001,LT,Passed,3.1.0.192,"2020-08-12 00:12:13.538","2020-08-12 00:11:12.211",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250007NL,"Recline Motor Check",020033R,715,GELE,Passed,3.1.0.192,"2020-08-12 00:12:13.543","2020-08-12 00:11:12.211",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250007NL,"Recline Motor Check",021313R,2.3083533700000003,LT,Passed,3.1.0.192,"2020-08-12 00:12:13.543","2020-08-12 00:11:12.211",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250007NL,"Track Motor Check",020053R,1242,GELE,Passed,3.1.0.192,"2020-08-12 00:12:13.548","2020-08-12 00:11:12.211",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250007NL,"Track Motor Check",020063R,70,GELE,Passed,3.1.0.192,"2020-08-12 00:12:13.548","2020-08-12 00:11:12.211",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250007NL,"Track Motor Check",021323R,2.2174219200000005,LT,Passed,3.1.0.192,"2020-08-12 00:12:13.548","2020-08-12 00:11:12.211",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR202250007NL,"Track Motor Check",021053R,299.0398079615923,GELE,Passed,3.1.0.192,"2020-08-12 00:12:13.548","2020-08-12 00:11:12.211",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000JP2,"Lift Motor Check",020093R,775,GELE,Passed,3.1.0.192,"2020-08-13 07:41:54.240","2020-08-13 07:40:59.588",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000JP2,"Lift Motor Check",021333R,2.3291574175,LT,Passed,3.1.0.192,"2020-08-13 07:41:54.240","2020-08-13 07:40:59.588",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000JP2,"Tilt Motor Check",020123R,138,GELE,Passed,3.1.0.192,"2020-08-13 07:41:54.246","2020-08-13 07:40:59.588",HDW-MFG-1RS-01
"Model3 Seat EOL.seq",1456943-00-C,TFR20226000JP2,"Tilt Motor Check",021343R,1.025331365,LT,Passed,3.1.0.192,"2020-08-13 07:41:54.246","2020-08-13 07:40:59.588",HDW-MFG-1RS-01
